                 Age (BP)                  Sample_1                  Sample_2                  Sample_3                  Sample_4                  Sample_5                  Sample_6                  Sample_7                  Sample_8                  Sample_9                 Sample_10                 Sample_11                 Sample_12                 Sample_13                 Sample_14                 Sample_15                 Sample_16                 Sample_17                 Sample_18                 Sample_19 
                    10260               4.1477e-234              1.18973e-158               2.98037e-97                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0 
                    10270              4.12785e-234              1.66505e-157               2.96611e-97                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0 
                    10280              5.77701e-233              1.65708e-157               4.15112e-96                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0 
                    10290              5.74936e-233              2.31912e-156               4.13125e-96                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0 
                    10300              8.04633e-232              2.30802e-156               5.78177e-95                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0 
                    10310              8.00782e-232              3.23011e-155               5.75409e-95                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0 
                    10320              1.12071e-230              3.21465e-155               8.05296e-94                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0 
                    10330              1.11535e-230              4.49896e-154               8.01442e-94                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0 
                    10340              1.56095e-229              4.47743e-154               1.12163e-92                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0 
                    10350              1.55348e-229              6.26625e-153               1.11626e-92                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0 
                    10360              2.17412e-228              6.23626e-153               1.56223e-91                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0 
                    10370              2.16371e-228              8.72776e-152               1.55476e-91                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0 
                    10380              3.02816e-227              8.68599e-152               2.17591e-90                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0 
                    10390              3.01366e-227              1.21562e-150                2.1655e-90                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0 
                    10400              4.21768e-226               1.2098e-150               3.03065e-89                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0 
                    10410              4.19749e-226              1.69314e-149               3.01615e-89                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0 
                    10420              5.87447e-225              1.68504e-149               4.22115e-88                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0 
                    10430              5.84635e-225              2.35824e-148               4.20095e-88                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0 
                    10440              8.18208e-224              2.34695e-148               5.87931e-87                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0 
                    10450              8.14292e-224              3.28461e-147               5.85117e-87                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0 
                    10460              1.13962e-222              3.26888e-147               8.18882e-86                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0 
                    10470              1.13416e-222              4.57487e-146               8.14962e-86                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0 
                    10480              1.58728e-221              4.55297e-146               1.14055e-84                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0 
                    10490              1.57968e-221              6.37197e-145                1.1351e-84                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0 
                    10500               2.2108e-220              6.34147e-145               1.58859e-83                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0 
                    10510              2.20022e-220                8.875e-144               1.58099e-83                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0 
                    10520              3.07924e-219              8.83252e-144               2.21262e-82                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0 
                    10530               3.0645e-219              1.23613e-142               2.20203e-82                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0 
                    10540              4.28883e-218              1.23021e-142               3.08178e-81                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0 
                    10550              4.26831e-218               1.7217e-141               3.06703e-81                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0 
                    10560              5.97357e-217              1.71346e-141               4.29237e-80                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0 
                    10570              5.94498e-217              2.39802e-140               4.27182e-80                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0 
                    10580              8.32012e-216              2.38655e-140                5.9785e-79                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0 
                    10590              8.28029e-216              3.34002e-139               5.94988e-79                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0 
                    10600              1.15884e-214              3.32403e-139               8.32697e-78                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0 
                    10610               1.1533e-214              4.65205e-138               8.28712e-78                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0 
                    10620              1.61406e-213              4.62978e-138                1.1598e-76                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0 
                    10630              1.60633e-213              6.47947e-137               1.15425e-76                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0 
                    10640               2.2481e-212              6.44845e-137               1.61539e-75                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0 
                    10650              2.23733e-212              9.02473e-136               1.60766e-75                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0 
                    10660              3.13119e-211              8.98153e-136               2.24995e-74                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0 
                    10670              3.11621e-211              1.25698e-134               2.23918e-74                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0 
                    10680              4.36119e-210              1.25097e-134               3.13377e-73                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0 
                    10690              4.34031e-210              1.75075e-133               3.11877e-73                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0 
                    10700              6.07435e-209              1.74237e-133               4.36478e-72                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0 
                    10710              6.04528e-209              2.43848e-132               4.34389e-72                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0 
                    10720              8.46048e-208              2.42681e-132               6.07936e-71                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0 
                    10730              8.41999e-208              3.39637e-131               6.05026e-71                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0 
                    10740              1.17839e-206              3.38011e-131               8.46745e-70                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0 
                    10750              1.17275e-206              4.73053e-130               8.42692e-70                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0 
                    10760              1.64129e-205              4.70789e-130               1.17936e-68                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0 
                    10770              1.63343e-205              6.58878e-129               1.17372e-68                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0 
                    10780              2.28602e-204              6.55724e-129               1.64264e-67                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0 
                    10790              2.27508e-204              9.17698e-128               1.63478e-67                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0 
                    10800              3.18402e-203              9.13306e-128                2.2879e-66                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0 
                    10810              3.16878e-203              1.27819e-126               2.27695e-66                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0 
                    10820              4.43476e-202              1.27207e-126               3.18664e-65                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0 
                    10830              4.41354e-202              1.78029e-125               3.17139e-65                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0 
                    10840              6.17683e-201              1.77177e-125               4.43842e-64                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0 
                    10850              6.14726e-201              2.47962e-124               4.41717e-64                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0 
                    10860              8.60321e-200              2.46775e-124               6.18192e-63                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0 
                    10870              8.56203e-200              3.45366e-123               6.15233e-63                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0 
                    10880              1.19827e-198              3.43713e-123                8.6103e-62                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0 
                    10890              1.19254e-198              4.81033e-122               8.56909e-62                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0 
                    10900              1.66898e-197              4.78731e-122               1.19926e-60                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0 
                    10910              1.66099e-197              6.69993e-121               1.19352e-60                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0 
                    10920              2.32459e-196              6.66786e-121               1.67035e-59                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0 
                    10930              2.31346e-196               9.3318e-120               1.66236e-59                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0 
                    10940              3.23773e-195              9.28714e-120                2.3265e-58                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0 
                    10950              3.22224e-195              1.29975e-118               2.31537e-58                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0 
                    10960              4.50958e-194              1.29353e-118                3.2404e-57                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0 
                    10970                4.488e-194              1.81032e-117               3.22489e-57                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0 
                    10980              6.28104e-193              1.80166e-117               4.51329e-56                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0 
                    10990              6.25097e-193              2.52145e-116               4.49169e-56                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0 
                    11000              8.74836e-192              2.50938e-116               6.28621e-55                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0 
                    11010              8.70648e-192              3.51193e-115               6.25612e-55                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0 
                    11020              1.21849e-190              3.49512e-115               8.75556e-54                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0 
                    11030              1.21266e-190              4.89148e-114               8.71365e-54                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0 
                    11040              1.69714e-189              4.86807e-114               1.21949e-52                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0 
                    11050              1.68901e-189              6.81296e-113               1.21366e-52                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0 
                    11060               2.3638e-188              6.78035e-113               1.69853e-51                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0 
                    11070              2.35249e-188              9.48923e-112                1.6904e-51                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0 
                    11080              3.29236e-187              9.44381e-112               2.36575e-50                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0 
                    11090               3.2766e-187              1.32168e-110               2.35443e-50                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0 
                    11100              4.58566e-186              1.31535e-110               3.29507e-49                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0 
                    11110              4.56371e-186              1.84086e-109               3.27929e-49                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0 
                    11120                6.387e-185              1.83205e-109               4.58944e-48                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0                         0 
